,Name,Institution,session,participation,updated_at
10,a0cee82b83173f70fc1657594b266517c7626f451dd1169c4b1f34b339ccb1514d17b7a0296410a4d31d461f7ee88794f714aabfdf4e8a28fed92c7d3cdb8e0d,040c50c711b208988a36f7781b2b532b31c908ab03c8799ac07e18b21e9af038521f8495ffc5a17387a0cc6d8ac47991338123bc43cb4204b9ecbd599d9572c3,WTF,Join,2019-05-06 09:05:10
11,1200aa8813b21e33d2219b2f3ec7873806e490b086cb6fba936c53a9c0398e85fdac7d447f497c7ebbaecfef9117024ce760e35b421979cd91585c49228d17a6,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,WCGA,Join,2019-05-06 09:08:22
12,a2c1804297796078187d150aa6d8d83db5c912a899c9ada90f47ab729d1be17ba761cdf3aea516da2e64cb81a0cf26175861072486e4461a2303cdede182fd1a,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,WTF,Join,2019-05-06 09:09:18
13,9fa1229faccec05e14ae1676271f7852a6882830c411dcb51f48e0ad76663c7f12d1959e979f6498cb715c1c9a771b66f137fd97b0f102cc88f4742678ec53f2,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,WCGA,Join,2019-05-06 09:09:23
14,c01a76beb03c5de8e47b5aa29bdb624389eaefb6b607ad3630b057be7810e73e33e9b002a3c0dd99d9af0ffb562d6b58cdb0fbe19d89e643ee1c756c78d02d66,439f93dfe3f998a2b879ba08a9ec8b46d11b0ff61955460992e12d554173e80314699879353185f89be6eccebd4015be2c190df2e83bf80618c6fb944412bcab,WTF,Join,2019-05-06 09:09:45
15,52aae69fa870a4cb6c72d42d035987100e62fde852cdcefc9553c43a756d50b43d7d8be8e58402a84b4340a7f0283677a6578b0404ca824121cee7610579c382,439f93dfe3f998a2b879ba08a9ec8b46d11b0ff61955460992e12d554173e80314699879353185f89be6eccebd4015be2c190df2e83bf80618c6fb944412bcab,WCGA,Join,2019-05-06 09:09:49
16,407d0cdc8ce10b13f237cfc6f4c4ff4f849121c6d69fa13e05996e216cdab8cecf59d0cd0763eebe6fd466508b3f619a3d86bd8862025d63e0608ed6c647d29b,439f93dfe3f998a2b879ba08a9ec8b46d11b0ff61955460992e12d554173e80314699879353185f89be6eccebd4015be2c190df2e83bf80618c6fb944412bcab,WTF,Join,2019-05-06 09:09:50
17,07450e4f882e5392d39f02297b16dd68f29dc2f00e92046f976f9a4b1b42a08a6f18ef899193ce9e992ee2b0f047a9af168a123cba86dd2391cda485204854c2,87af3955525eba20f12c873350416c5cce2267d699ce3884e380077189a6b2729addd901427a658ba95b7067ded3805a7065a527b34415fe5cbbcc6b6add5acb,WRNP,Join,2019-05-06 09:17:33
18,183cee75e1ebd5815e0346856bdcc2f4bdcc2c039ef234d2312e24dac5dba5d1b649fafa75cce24e0168cdbed6b71f74a5cf1c7e330c413652150feb9585445d,eef1dd82ed76dd650da6a81b4fe186e3c732424c75b046cf03ff99cc735d6b23a902b6dc60e25cbf57344fe0f7778c31e57fce0e58f21132205c27393ae629f1,WSlice,Question,2019-05-06 09:23:03
19,ba61f36dd38f2a33f21c952c56e13491bcf337b79c59041c63dec5c897b1efcad0f863507604c6a66b00ce28c7c07fcf1a2bf6bcb7e88a471161e2d13c3d18fc,2248e87e648a6ddcafa7706d957ecb1c73e183d51e2c031c0a2ed56b70d4feb74faf8eb2dfb484277a5ee991b0c9e4e8480bfc5203ace652fcd6cb5b753a5939,WSlice,Question,2019-05-06 09:24:27
20,92e4d85a383328b63cb5b86d5c9908c4d435dd5e818c0de25a5a3fc2421326065fc7f0baeab6b6b309b7097191184e0a94a19ac1881b6e146c6623dd655e2557,6b45246b786e256c9b79e9b1e9b7d2186714254b5a327671b47bd8d61120c42eb12b3214bfb9595f4a56821bd933ae75a7948a2de9ea137716e159c23a40da50,WRNP,Join,2019-05-06 09:29:15
21,e339ae0350975c9743e1a1de090492d513370b8b05b8a89ce19a2017e5ecae5a87dae39f065d34659f471c4d00d5c7e4ff64529e2e040b1c28e7641a3bf6547c,b58962cf83fc00569750717a90448fbd37a4357dcd76a320d5de68b655475fe2e1d9909e9d8215ad0d3ffa7d49db5336470bb939dbfa9f3e3de58761e31fbc01,WSlice,Question,2019-05-06 09:29:33
22,92d0f0af0385690744633ec4609e484e501fa3be923d2a835a68e9cc42dc072985f06b9d1bbfc0fe144c82ebe002569603fdb6ee1e10c2e9da2c93dbd3d20bfd,df0c6da82cab0e8f8910bd22a4ca5bb24d651f0e94b703eb15baf442faff6472e856d0f438567bd9f8c3cba60e7b12e26c4323ecb16d148a42c6dccf2e5e980c,WCGA,Join,2019-05-06 09:33:05
23,b54162c579c0d1af59b2a6899dc21afd260cfcf5285757605409a44bfa611c7877ac5c3e79c8073d3c8d755859a0325c6eca26f29635bdc2967e13d0842f87f4,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,Courb,Question,2019-05-06 09:41:58
24,8a3fe24d155938f2ab9c8fa788f7211e993cd0f5a7f30394cc52c0fc81fa0345471f6088cd256f0ac03ceb770a504c44ba04d35cde326e7c84b910300017b3c1,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,Courb,Question,2019-05-06 09:46:29
25,da33cff08a49c4e843b42fb25b6838157444190aff2890819e3114b8d690dff9ec98101c38969cc38816bc6af8dbfc5c77d8f1c8c773c205eb1234d07520180b,aeb850918bd58d7b98eab34ca80edd2b36a036b7db760302dc274afac11aff76f3dadaedf2f1de765cd876eb1abd5ea53d9286b2a7076e6105b8e70491c5b429,WRNP,Join,2019-05-06 09:49:25
26,5a8df091db11a3f4b066e8130387253750bea461b67ac622923c4224f8d52e170a8100f36f0884040c501aac914f2ff377df8dfbee803b1e4bfd55ae68d92c69,7eab6a821dffecfe24201f6d2f4c90011c2a8611b8cf6399a8b5dbbf5ac3f78ace8bd02933d9c13919bcf028ba22105316dd08548b43e6bf9f0dd2bfd4189dff,WSlice,Question,2019-05-06 09:51:16
27,8e341cf728f2aa016b3c886d9084c9a8890198424ca61959861a3cb5bc63a07fbc89fa7c5b68f68cde1717e7a3a427870ad8f6b2cd4ae9365ac5dc1749153df5,28ae2d4f4d374bdaa2a2b6efc7959748db02e4d0d6d019105f6f7f528115e3e9d16d9a6b5f3459654a8d6395e0b6c1a0797be096d2b79e0d357dfbae3d0947e0,WTF,Join,2019-05-06 09:58:28
28,e026eb83d8e1f1359a62e01fd89b0c50d54b5a235e3e86c89a6eb324b4849d2448ef8d4c3ed628daeb8fb97c9b943bf53b18e82d53f36f9c57cab514ad8507bf,f128c977da0d2c2bba35b496d56603b6c2729cf4c3ad954c67e2283a2afa4672e6feb83dc4fdbf47e6c6eba419d57f0ce82ae8013e79ee0de560f2e99cd79770,WTF,Join,2019-05-06 09:59:51
29,137118abee8d32a5718c3d0e3dcc2d57b48319e8f9637cb0c7e54ad655dfe32b8757ed9a3ac1a88cf9154060b2557efe17264533e376dc1f069bd92618902dc0,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,WSlice,Join,2019-05-06 10:12:26
30,3645587dc3065c73b0734193817a80ed58797bb65d2b6a987d51b0f02ae336df71a0d5c2f6504e333aed0dd67afc1ad4579ccf0fd7b94f4065b574414c4cb10a,6b45246b786e256c9b79e9b1e9b7d2186714254b5a327671b47bd8d61120c42eb12b3214bfb9595f4a56821bd933ae75a7948a2de9ea137716e159c23a40da50,WSlice,Join,2019-05-06 10:12:26
31,e8cf8ee3294be0a4915816fa60c2f03391caeb8ec131035b0bd0efde131883e92ee0303590d4f48571e5b62c1bbaa51ecb15872d1990796b827370b080265adb,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,WSlice,Join,2019-05-06 10:12:27
32,ca6c351cecdbe15967f964846f950e29b25fe6a7f29fdf0884113e5138c49d89d2e95371899fc3a3f36e63f2fa67b2f1120bdba871088a7c633096d746fb4444,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,WSlice,Join,2019-05-06 10:12:27
33,303fb4e316090e27fbed0d58365d03cdfbf1d58815c489f47d730b3a9e331d1d42e8ea308975f3764686af029a5f49684cabad13d5aa4c61e0c1b7911a4b9329,7eab6a821dffecfe24201f6d2f4c90011c2a8611b8cf6399a8b5dbbf5ac3f78ace8bd02933d9c13919bcf028ba22105316dd08548b43e6bf9f0dd2bfd4189dff,WSlice,Join,2019-05-06 10:12:28
34,e638e213920df21e2b3210595b264f4f37a78845ae6e92f3e01e6074f0c26ac9bf5a54efa01af2fff5d4cd7c6eb3d1b8069a9021c7dd935e019fd553525f651b,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,WSlice,Join,2019-05-06 10:12:29
35,5a8df091db11a3f4b066e8130387253750bea461b67ac622923c4224f8d52e170a8100f36f0884040c501aac914f2ff377df8dfbee803b1e4bfd55ae68d92c69,7eab6a821dffecfe24201f6d2f4c90011c2a8611b8cf6399a8b5dbbf5ac3f78ace8bd02933d9c13919bcf028ba22105316dd08548b43e6bf9f0dd2bfd4189dff,WSlice,Join,2019-05-06 10:12:30
36,0e16ecbe24f716386162502b095ee95c4237316152f5d2f250ebcf49501bf81ccae06fc487d4a112b231db4bb227c04f2f8bf1063e352ba43937bdd594941c75,6112f85d5693f8e7100a2369d5ef72bc30782cfc5b4073c609b565b3d6c138d75f9d79f29d45da0613d6bcc4e18c6ba60f5bef764592112e8a09808f939c2948,WSlice,Join,2019-05-06 10:12:33
37,3d90fee70a7146120dd98ea3d2d4d2b156d874112627bf0522892bd420dbd21f80f573c0e561103f84b61704201180f928ba827ed4482e19bbc4478b0acb2d31,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,WSlice,Join,2019-05-06 10:12:34
38,314910b2c5c2b87a84215ed9a24e3a290e11e6472dd7bbaf99ec4d0008aebe0fe7c57fa76db9bceb88e4c3868b428272c6077af164cef1e5d9a8bd3aec031c40,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,WSlice,Join,2019-05-06 10:12:36
39,f39abe613e3ffbaf92fcc49d7d9ed455adf1787af04a8e9796d17fe60703fbbd26c6e0cd9e5c922d3f9ef134d06a6c08bc8e378ed876b52f8ef08ce7f0338b98,b58962cf83fc00569750717a90448fbd37a4357dcd76a320d5de68b655475fe2e1d9909e9d8215ad0d3ffa7d49db5336470bb939dbfa9f3e3de58761e31fbc01,WSlice,Join,2019-05-06 10:12:41
40,183cee75e1ebd5815e0346856bdcc2f4bdcc2c039ef234d2312e24dac5dba5d1b649fafa75cce24e0168cdbed6b71f74a5cf1c7e330c413652150feb9585445d,eef1dd82ed76dd650da6a81b4fe186e3c732424c75b046cf03ff99cc735d6b23a902b6dc60e25cbf57344fe0f7778c31e57fce0e58f21132205c27393ae629f1,WSlice,Join,2019-05-06 10:12:45
41,35ea680ff62ef19d86751cc2eaecff63eb3c0858297e9f997a4c84adac71a7519056cc8000d630881da0f3551f92f6d84c6bddbba0d2ce7b797d0a833a9644f3,303f52d1186e508b86c81e648dad4aacd79b9d763f18bca83c7122da8d2d7cfe40713f6e67d40b3185f7f57d8b0fe9139a8248f1252c7c1ced5755ac918a2be4,WSlice,Join,2019-05-06 10:12:52
42,03ce8c04b3dc7340c2eb65452f8ab9574def96edb537b5d8fa4d762859db2c34cb9da4a7bfa4409af70d0741a057a01de264653b64a45be3f7c42b83d3ed1a71,9ef1c1ddb52f83bfda89c54907e9947f7e489d58ad80adfaa7b12ee5e80ebae71db7f185652d467cd5df03bbbe88c8ecbbba69dd96d4055d1d23f520c7f42d73,Courb,Join,2019-05-06 10:13:33
43,8b3400b877216d89f5b7932dde6d2c00a99cfcc07b49b9715f846fc5d54517c768b53b54649dae78de25cb657f8b9d2bcea9fc98c2275d9f0f7c1c72d4400023,040c50c711b208988a36f7781b2b532b31c908ab03c8799ac07e18b21e9af038521f8495ffc5a17387a0cc6d8ac47991338123bc43cb4204b9ecbd599d9572c3,WSlice,Join,2019-05-06 10:14:20
44,ba61f36dd38f2a33f21c952c56e13491bcf337b79c59041c63dec5c897b1efcad0f863507604c6a66b00ce28c7c07fcf1a2bf6bcb7e88a471161e2d13c3d18fc,2248e87e648a6ddcafa7706d957ecb1c73e183d51e2c031c0a2ed56b70d4feb74faf8eb2dfb484277a5ee991b0c9e4e8480bfc5203ace652fcd6cb5b753a5939,WSlice,Join,2019-05-06 10:14:25
45,1fa5c6c70d874cd13920f208b5fe5fe22b7657b10094ff54443bf5b8439bfa9d9aae7ef9816f86f43845ecaa40e2eed851910d3d7e7ab6aa329fcde5bc1ff460,040c50c711b208988a36f7781b2b532b31c908ab03c8799ac07e18b21e9af038521f8495ffc5a17387a0cc6d8ac47991338123bc43cb4204b9ecbd599d9572c3,Courb,Join,2019-05-06 10:14:55
46,e84144eb6403a7410f891d47c803e06ebd98345df3ab760cb8f21515d1a20a02710a1aa0e4d57551ab9166d1dcf1edeb4592f299af96220922f83552cfaac119,ecacdf09c7f727fc46f6e96140518cfd160155d80a9f9e70e08de02d6afca076b158346c1e40b78c5470e22f212e0ced2d203d86fc82bca8bf0306093f681f43,WSlice,Join,2019-05-06 10:15:04
47,99d9684504615cf91f2073ae8ad7870ed43842bf02ae3cd01a0b15ea5f16211cd8fb744b0ba888326ba4da8132432e0f9162ca6b92b61e39407d696021e41ab0,ecacdf09c7f727fc46f6e96140518cfd160155d80a9f9e70e08de02d6afca076b158346c1e40b78c5470e22f212e0ced2d203d86fc82bca8bf0306093f681f43,WSlice,Join,2019-05-06 10:15:08
48,8a3fe24d155938f2ab9c8fa788f7211e993cd0f5a7f30394cc52c0fc81fa0345471f6088cd256f0ac03ceb770a504c44ba04d35cde326e7c84b910300017b3c1,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,Courb,Question,2019-05-06 10:24:49
49,35ea680ff62ef19d86751cc2eaecff63eb3c0858297e9f997a4c84adac71a7519056cc8000d630881da0f3551f92f6d84c6bddbba0d2ce7b797d0a833a9644f3,303f52d1186e508b86c81e648dad4aacd79b9d763f18bca83c7122da8d2d7cfe40713f6e67d40b3185f7f57d8b0fe9139a8248f1252c7c1ced5755ac918a2be4,Courb,Join,2019-05-06 10:27:17
50,8d672dbdc50a2fd1a153c34c576a69cf37bb67b18fb6a5c7a54074a37ec4e62f02f5b8d56002f18a745330e95ae5481010e3d9bdc25eb935fd0fc29dd0ddb9ac,008619d29c89694aaa76417d017a5290bca4bc12e1e1178ce36fb3e2483805c5c248511699fda1fc5f6ac8745373148592eba48ea19e91bd1b114a7904a62e86,Courb,Join,2019-05-06 10:27:18
51,99ea686905162c1217b202705346544933784e870a9fda3673073b327883258af376c02f3aeb6fc67b811cc78639aa21216fbc4a7cd7d19f48e445f68a8ad8f5,dd511eab79ccbc88f16b9838e7bf054910872505800015dfb18fe05868aa9fa1940b9b0d5c4bdcc4581aa2f2cbfec40650c732b433076c8d4bf0696f06a413a9,Courb,Join,2019-05-06 10:27:20
52,c807a1c9a89f3105a6e3989853b2d8b57016e359668c7524431adcdac9c17537cbace8173267ee694190d242bf29539f1c3f4941604b6d73b347a40723500d21,d7cc8bbb7c4c98b8b503bb8b9c28624866348c0db13ca17875b3f075b595ba82794d1e42fe8d70cb006e0f7c79798d5f760f3951bb2192e6f5d041cb19a7401f,Courb,Join,2019-05-06 10:27:22
53,1a9a66920e084aec6ca358a812f3a8c8db0f934a8fa7d188929e3c150653f4ac44e0466e0f603f5c9c3846e036c7436627031ff3fd85f5c105735593366d7357,1cf155dfab754c46a4f18a7a28311718055caa7a0dacdee02825c0fa7d3ecdc942cc168aa7ad6e416a36bb8484434f32b42fce044e0b066e4ee87c4eb7e26a5a,Courb,Join,2019-05-06 10:27:25
54,5a51ae980732b9c607bd6aded48d72f05054b2f66ce3251d84481aab26c7dd1bfab45ab35d637e78eb0d9c13aeb4fcf60a296765a3db8393681004dfb5ad61e7,008619d29c89694aaa76417d017a5290bca4bc12e1e1178ce36fb3e2483805c5c248511699fda1fc5f6ac8745373148592eba48ea19e91bd1b114a7904a62e86,Courb,Join,2019-05-06 10:27:26
55,e13f37b19f5bc2702b9d7a39179d20fe8eddb1804cc37e9ad8dd656448cc0359f0e9713af298c254e727cca545175e5cfd77d6e62ff5038053b68a8381ce949c,d7cc8bbb7c4c98b8b503bb8b9c28624866348c0db13ca17875b3f075b595ba82794d1e42fe8d70cb006e0f7c79798d5f760f3951bb2192e6f5d041cb19a7401f,Courb,Join,2019-05-06 10:27:27
56,44658b7228726d53b6e31534a9e0b344a816574cba99e06a2811e183925e5640dd940b504deb5ec1e9da8ba28ddd359ad86953911d3cb25d1333cd9103fe40d8,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Join,2019-05-06 10:27:32
57,60bc9d15f2b2aab610088302276378c6bffd44783e9f710ffa1e8ce005bae7843f0778c0aa6e9223a2f1cfaad47609745e17b6216a04c769545baa7bd95c5783,8aaab4a111d82fd5f747299e22ea29f4a009de811d3f6838917d401d495a201eba055d55e4e39ef807bdad061096ec0055577f1a254d4b9e76394257912cb269,Courb,Join,2019-05-06 10:27:32
58,1200aa8813b21e33d2219b2f3ec7873806e490b086cb6fba936c53a9c0398e85fdac7d447f497c7ebbaecfef9117024ce760e35b421979cd91585c49228d17a6,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Join,2019-05-06 10:27:37
59,a69c962bddb4077f18279f7e460f4e2a42d2022144089e3a97796e8030b0d62bb73ba4ab54657b8eb51f1065f79f6eb8868c72506bdbde643d655c5d3a15ffd7,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Join,2019-05-06 10:27:38
60,150c69dd326f0bf0d5ffa6030b0c55cffbc9ce466697ddcaa9a86321ba32f4aa7ec443a1603b07a89f2a6de67517ed095d5cf63e317490b443980e077b86bb59,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Join,2019-05-06 10:27:40
61,b54162c579c0d1af59b2a6899dc21afd260cfcf5285757605409a44bfa611c7877ac5c3e79c8073d3c8d755859a0325c6eca26f29635bdc2967e13d0842f87f4,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,Courb,Join,2019-05-06 10:27:43
62,7464884a7c9779209f88f57dc90d8ccb40801182e6c909b4417f2824feef003c9583c9fd183539d0f4ab25f110879cb8b9865a1f5d5e9544bc19dbc3556a79f3,3a3f134a1278c33d5bfb483e2ab75c367875785452bf98c5ffc325280f1cb7f3151424f94a3e7552cec1f3d308ac5ad1b016e5568d26b9c53563a488b1c12523,Courb,Join,2019-05-06 10:27:47
63,f8a6412b79a671c4eaab50494add4f87ead4adfd8e534343a7700ab206ca10b499a657b0895dfe971c593ecbc039188972c55e12f83dad8a13fbbb8c5794ac43,0679a284e72e276dabf087b13a6ec914e61dcefa496ef348b2de50625933148b022feffe0e5c7477a30b23a3b0c9d156e06c89cf8e7f10d573ca0a3b2b5d7402,Courb,Join,2019-05-06 10:27:49
64,d8b6e14deb33ac8298342f49db4a60ee59304c6292778c7b4e25da258f84e97c329ece610c0885993cefef250a8f3937d4070793274c46adc9e03643a97ee717,040c50c711b208988a36f7781b2b532b31c908ab03c8799ac07e18b21e9af038521f8495ffc5a17387a0cc6d8ac47991338123bc43cb4204b9ecbd599d9572c3,Courb,Join,2019-05-06 10:27:49
65,9eefa6e647c4df860994631853c7afc84156f00e15251aaee6e37daf465c97713f790ff9223ff3379fcf32bada4556138fcaed6ef1cd37d03cc3cd5ec3a07e30,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Join,2019-05-06 10:27:52
66,8ea4fa55bda28d9a46cc578e114e7124b198d7a9d67f9b1bb131f348ca5fd7f4cc61b7b7cd46cee5e52836ab28fd34bf44a1f1611e73a98749f3407a94be2c46,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Join,2019-05-06 10:27:56
67,281605100197f999002041a016900e4d07103b09980ced303790874b7f7b7643151da455bdfd1d770f979de3caf46bdb80d6f77829ae1f3ffa014c65a10430e8,1c4f3d12da910bc90929efea78ab5ceefb22495499135264cbbb7e21d2eb0d40b3038205da757776d23937aaeeed322fffaf00c37c1f19581910501935475078,Courb,Join,2019-05-06 10:27:56
68,75bb8f7e643add2e069f20da8963bb3688f1538f580092c58820182b0834f47104e1d5c532d683d8ff5e8544815a77cda771f60f221bc25a440c11da372cec1c,6ae48f6c68dec901daac22f8085ed065ad5a310478447af8b6c56bdf0e0ad82e807c9ce9fdaabe9b3cc49140aca3a3cefd8dd0e73e2c2a87c470de8f087dda6c,Courb,Join,2019-05-06 10:28:02
69,ea9b37a297dda1486d87efd8ca4a78732b048a75014f7191e8b216fbea9335a1e15a6169e3546ba18d808831900cfe693de85035bd256e0a8e5518bc9f5b9108,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Join,2019-05-06 10:28:07
70,842b978764edcec4272a3d0096ddd55e695e372a86488ef9011d0aca01d524aa792267dae922860aa8df179fae449015bb3ada88e3e62e7fe6ced5ebe0899c46,09caf0f7cf77b38f59ed4f060a5d3d0b00017fd7b30f209b966a116c4101c7ee22408b11803e6b24a89c8aaae4ff00c10c5181c7accc5b40390bdc525d4a0599,Courb,Join,2019-05-06 10:28:28
71,b9f8f4c6541bca3fa24caceaf609eff59faa1d05e4c997b177df568206c9671f8cfcfba91ef43e3670663ca604b5fb3e3f6c665d03a81a4b481474dca6af2904,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Join,2019-05-06 10:28:34
72,b9f8f4c6541bca3fa24caceaf609eff59faa1d05e4c997b177df568206c9671f8cfcfba91ef43e3670663ca604b5fb3e3f6c665d03a81a4b481474dca6af2904,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,Courb,Question,2019-05-06 10:28:39
